"Name","Code","Row ID","Stage Name","Stage Category","Action","Action Type","Attendance - Use Shift Block","Assignee","Assignee Employee","Use Decision Matrix","Decision Matrix","Reviewers","SLA for Reviewer Task","SLA for Evaluation Task","Visibility","Confidential","Sla Setting","Skip for","Skip Settings","Trigger Point","Trigger Before/After","Trigger - Number of Days(Default will be 0)","Trigger - Enter Condition","Set Delay (Number of Days)","Send to Personal Email","Send to Primary Mobile","Notification With Review/Invite - CC Recipients","Notification With Review/Invite - CC Roles","Policy - Mandatory Sign-off","Select Existing Document","Policy - Include option to decline","Help Desk Title","Help Desk Description","Select Helpdesk Category","Select Helpdesk Sub- Category","Data Collection - Enable Review","Schedule Assessment - Select Mode (Automatic/ Manual)","Schedule Assessment - Evaluation Type","Schedule Assessment - Cut-off Percentage","Schedule Assessment - No.of Days to expire","Select Attendance Attributes ","Schedule Assessment - Select Evaluators","Send Recognition - Recognition Program","Allow assignee to skip the task","Allow assignee to skip the Review Task","Data Collection - Select Reviewers","Data Collection - Reviewer Context","Notification with calendar invite - Event Name","Email when policy signoff is declined - CC Roles Declined","Email when policy signoff is declined - CC Users Declined","Extra Payments/Extra Deductions - Allowed Categories(Regular)","Extra Payments/Extra Deductions - Allowed Categories(Component based)","Extra Payments/Extra Deductions - Logic for value","Extra Payments/Extra Deductions - Logic for clawback date","Engagement Flow -Trigger Survey -  Select Channel(Email/Task)","Trigger Verification - Select Verification Initiator","Alloted Time","Assignee Context","Assignment Basis","Email when task is assigned - Select Email Template","Email when the due date is completed - Select Email Template","Email when workflow stage is canceled/skipped - Select Email Template","Email when policy signoff is declined - Select Email Template","Email when task is submitted for review - Select Email Template","Email when Reviewer sends back the form - Select Email Template","When Assessment is scheduled - Select Email Template","When evaluation result is received - Select Email Template","When Verification is Triggered - Select Email Template","When workflow stage is completed - Select Email Template","Email when task is assigned - Additional Recipients","Email when the due date is completed - Additional Recipients","Email when workflow stage is canceled/skipped - Additional Recipients","Email when policy signoff is declined - Additional Recipients","Email when task is submitted for review - Additional Recipients","Email when Reviewer sends back the form - Additional Recipients","When Assessment is scheduled - Additional Recipients","When evaluation result is received - Additional Recipients","When Verification is Triggered - Additional Recipients","When workflow stage is completed - Additional Recipients","Email when task is assigned - Default Email Recipients","Email when the due date is completed - Default Email Recipients","Email when workflow stage is canceled/skipped - Default Email Recipients","Email condition when policy signoff is declined - Default Email Recipients","Email when task is submitted for review - Default Email Recipients","Email when Reviewer sends back the form - Default Email Recipients","When Assessment is scheduled - Default Email Recipients","When evaluation result is received - Default Email Recipients","When Verification is Triggered - Default Email Recipients","When workflow stage is completed - Default Email Recipients","Email when task is assigned - CC Recipient Roles","Email when task is assigned - CC Recipient Users","Email when workflow stage is canceled/skipped - CC Recipient Roles","Email when workflow stage is canceled/skipped - CC Recipient Users","Email when the due date is completed - CC Recipient Roles","Email when the due date is completed - CC Recipient Users","Email when task is submitted for review - CC Recipient Roles","Email when task is submitted for review - CC Recipient Users","Email when Reviewer sends back the form - CC Recipient Roles","Email when Reviewer sends back the form - CC Recipient Users","When workflow stage is completed - CC Recepient Users","When workflow stage is completed - CC Recepient Roles","Cancel button alias","Skip button alias","Add button alias","Schedule button alias","Send Back button alias","Delegate button alias","View Details button alias","Submit button alias","Decline button alias","Sign off button alias","Initiate button alias","Successful button alias","Unsuccessful button alias","Submit and Send Email button alias","Reschedule button alias","Save As Draft button alias","Update button alias","Submit For Review button alias","Status"
"Designation Change","WF_36","","Email","Workflow Task","CUST_NOTF_14","Document Generation","","Self","","","","","","","","","","","","Effective Date","After","","","","","","","Employee direct HRBP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Designation Change","WF_36","","Intimation","Workflow Task","CUST_NOTF_20","Notification","","Manager|Employee direct HRBP","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Location Change","WF_37","","Intimation to Employee","Workflow Task","CUST_NOTF_23","Notification","","Self","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Location Change","WF_37","","Intimation to Employee","Workflow Task","CUST_NOTF_15","Notification","","Manager|Employee direct HRBP","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Project Allocated","WF_38","","Email","Workflow Task","CUST_NOTF_24","Notification","","Manager|HOD|Employee direct HRBP","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Project Allocated","WF_38","","Email","Workflow Task","CUST_NOTF_25","Notification","","Self","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Location Change","WF_39","","Intimation to Employee","Workflow Task","CUST_NOTF_23","Notification","","Self","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Location Change","WF_39","","Intimation to Employee","Workflow Task","CUST_NOTF_15","Notification","","Manager|Employee direct HRBP","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Manager Change ","WF_40","","Intimation to Employee","Workflow Task","CUST_NOTF_21","Notification","","Self","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Manager Change ","WF_40","","Intimation to other stakeholders","Workflow Task","CUST_NOTF_26","Notification","","Manager|Employee direct HRBP","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Manager Change ","WF_41","","Intimation to other stakeholders","Workflow Task","CUST_NOTF_26","Notification","","Manager|Employee direct HRBP","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Manager Change ","WF_41","","Intimation","Workflow Task","CUST_NOTF_26","Notification","","Manager|Employee direct HRBP","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Target","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Manager Change ","WF_41","","Intimation","Workflow Task","CUST_NOTF_21","Notification","","Self","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Certifcation Completion ","WF_42","R1","Email","Workflow Task","CUST_NOTF_19","Notification","","Employee direct HRBP|Accounts - Payroll|Employee Data View","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Contract Extension","WF_43","","HR Team","Workflow Task","CUST_CE","Data Collection - Forms","","","","","","","","","","","","","","Trigger Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Contract Extension","WF_43","","Intimation","Workflow Task","CUST_NOTF_17","Notification","","Manager|Employee direct HRBP","","","","","","","","","","","","Evaluation of Condition","After","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Contract Extension","WF_43","","Intimation","Workflow Task","CUST_NOTF_27","Document Generation","","Self","","","","","","","","","","","","Evaluation of Condition","After","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"New Certification","WF_44","","Email","Workflow Task","CUST_NOTF_18","Notification","","","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"New Certification","WF_44","","Email","Workflow Task","No Template","Notification","","Self","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"New Certification","WF_45","","Email","Workflow Task","CUST_NOTF_18","Notification","","","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"New Certification","WF_45","","Email","Workflow Task","CUST_NOTF_28","Notification","","Self","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Asset Assignment","WF_6","R1","IT Asset Assignment","Workflow Task","Asset","Data Collection - Forms","","IT Admin","","","","","","","Manager|Admin|IT Admin","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Asset Assignment","WF_6","R2","Employee acknowlegement","Workflow Task","IT Asset1696861164127","Data Collection - Forms","","Self","","","","","","","Manager|Admin|IT Admin","","","","","Evaluation of Condition","After","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Compensation Workflow","WF_7","R1","HR Discussion","Workflow Task","HR Discussion Compensation Workflow","Data Collection - Forms","","HR Team","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Contract Extension","WF_8","R1","HR Team","Workflow Task","CUST_CE","Data Collection - Forms","","HR Team","","","","","","","","","","","","Trigger Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Contract Extension","WF_8","R2","Intimation","Workflow Task","CUST_NOTF_17","Notification","","Manager|Employee direct HRBP|HR Team","","","","","","","","","","","","Evaluation of Condition","After","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Contract Extension","WF_8","R3","Intimation","Workflow Task","CUST_NOTF_27","Document Generation","","Self","","","","","","","","","","","","Evaluation of Condition","After","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Designation Change","WF_9","R1","Email","Workflow Task","CUST_NOTF_14","Document Generation","","Self","","","","","","","","","","","","Effective Date","After","","","","","","","Employee direct HRBP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Designation Change","WF_9","R2","Intimation","Workflow Task","CUST_NOTF_20","Notification","","Manager|Employee direct HRBP|CEO|Accounts - Payroll|Vice President","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"DUMMY","WF_10","","Change","Workflow Task","DUMMY 1","Data Collection - Forms","","Self","","","","","","","","","","","","Trigger Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Location Change","WF_11","R1","Intimation to Employee","Workflow Task","CUST_NOTF_23","Notification","","Self","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Location Change","WF_11","R2","Intimation to Employee","Workflow Task","CUST_NOTF_15","Notification","","Manager|Employee direct HRBP|IT Admin|Accounts - Payroll|Administration","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Manager Change ","WF_12","R1","Intimation to other stakeholders","Workflow Task","CUST_NOTF_26","Notification","","Manager|Employee direct HRBP","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Manager Change ","WF_12","R2","Intimation","Workflow Task","CUST_NOTF_26","Notification","","Manager","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Target","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Manager Change ","WF_12","R3","Intimation","Workflow Task","CUST_NOTF_21","Notification","","Self","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"New Certification","WF_13","R1","Email","Workflow Task","CUST_NOTF_18","Notification","","Accounts - Payroll","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"New Certification","WF_13","R2","Email","Workflow Task","CUST_NOTF_28","Notification","","Self","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Onboarding Workflow","WF_14","R1","Self","Workflow Task","OB_MD1691718524992169633375573916963358272941702845046952","Data Collection - Forms","","Self","","","","HR Team","","","Self|Admin|HR Team","","","","","Trigger Date","After","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","CUST_NOTF_11","","","","","","","","","","Self","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Onboarding Workflow","WF_14","R2","IT Team","Workflow Task","IT Asset","Data Collection - Forms","","IT Admin","","","","","","","Self|Admin|HR Team","","","","","Trigger Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Project Allocated","WF_15","R1","Email","Workflow Task","CUST_NOTF_24","Notification","","Manager|HOD|Employee direct HRBP","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Project Allocated","WF_15","R2","Email","Workflow Task","CUST_NOTF_25","Notification","","Self","","","","","","","","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Life Insurance Nomination Form","WF_2","R1","Life Insurance Nomination Form","Workflow Task","CF_LIONF","Data Collection - Forms","","Self","","","","","","","","","","","","Trigger Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Transfer Letter","WF_3","","Transfer Letter","Workflow Task","CUST_NOTF_35","Document Generation","","Self","","","","","","","","","","","","Trigger Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Transfer Letter","WF_4","","Transfer Letter","Workflow Task","CUST_NOTF_35","Document Generation","","Self","","","","","","","","","","","","Trigger Date","After","","","","","","","Recruitment Permission","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Transfer Letter","WF_4","","Signed Transfer Letter","Workflow Task","PSI_TL","Data Collection - Forms","","Self","","","","Recruitment Permission","","","","","","","","Trigger Date","After","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Transfer Letter","WF_5","","Transfer Letter","Workflow Task","CUST_NOTF_35","Document Generation","","Self","","","","","","","","","","","","Trigger Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Transfer Letter","WF_5","","Signed Transfer Letter","Workflow Task","PSI_TL","Data Collection - Forms","","Self","","","","","","","","","","","","Trigger Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Inactive"
"Transfer Letter","WF_6","R1","Transfer Letter","Workflow Task","CUST_NOTF_35","Document Generation","","Self","","","","","","","","","","","","Trigger Date","After","","","","","","","PMS Admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Transfer Letter","WF_6","R2","Signed Transfer Letter","Workflow Task","PSI_TL","Data Collection - Forms","","Self","","","","PMS Admin","","","","","","","","Trigger Date","After","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Onboarding Workflow - Consultant","WF_16","R1","Self","Workflow Task","OB_MD169171852499216963337557391696335827294170284504695217056612363381713865431364","Data Collection - Forms","","Self","","","","HR Team","","","Self|Admin|HR Team","","","","","Trigger Date","After","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","CUST_NOTF_11","","","","","","","","","","Self","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Onboarding Workflow - Consultant","WF_16","R2","IT Team","Workflow Task","IT Asset","Data Collection - Forms","","IT Admin","","","","","","","Self|Admin|HR Team","","","","","Trigger Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Active"
"Welcome Mail ","WF_17","R1","Notification","Workflow Task","CUST_NOTF_39","Notification","","Self","","","","","","","Self|Employee direct HRBP|Admin","","","","","Trigger Date","After","","","","","","","Employee direct HRBP|Admin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as Draft","Update","Submit for Review","Active"
"Compensation Workflow","WF_18","R1","HR Discussion","Workflow Task","HR Discussion Compensation Workflow","Data Collection - Forms","","HR Team","","","","","","","Self","","","","","Approval Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as Draft","Update","Submit for Review","Active"
"Separation Workflow Updated","WF_20","R1","Accounts Clearance","Workflow Task","FM-63_6","Data Collection - Forms","","Accounts - Payroll","","","","","","","","","","","","Effective Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as Draft","Update","Submit for Review","Inactive"
"Separation Workflow Updated","WF_20","R2","HR Clearance Form ","Workflow Task","FM-63_4","Data Collection - Forms","","HR Team","","","","","","","","","","","","Effective Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Inactive"
"Separation Workflow Updated","WF_20","R3","Reporting Manager Clearance Form ","Workflow Task","FM-63_8","Data Collection - Forms","","Manager","","","","","","","","","","","","Effective Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Inactive"
"Separation Workflow Updated","WF_20","R4","Admin Clearance Form ","Workflow Task","FM-63_3","Data Collection - Forms","","Administration","","","","","","","","","","","","Effective Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Inactive"
"Separation Workflow Updated","WF_20","R5","Finance Clearance Form ","Workflow Task","Dropdown","Data Collection - Forms","","Accounts - Payroll","","","","","","","","","","","","Evaluation of Condition","After","","1,2,3,4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Inactive"
"Separation Workflow Updated","WF_20","R6","HR Letter","Workflow Task","","Data Collection - Forms","","","","","","","","","","","","","","Evaluation of Condition","After","","1,2,3,4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Inactive"
"Separation Workflow Updated","WF_20","R7","Experience Letter","Workflow Task","CUST_NOTF_3","Document Generation","","Self","","","","","","","","","","","","Evaluation of Condition","After","","6","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Inactive"
"Separation Workflow Updated","WF_20","R8","Exit Interview Form ","Workflow Task","FM-63_12","Data Collection - Forms","","Self","","","","","","","","","","","","Effective Date","After","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","Subject","Source","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cancel","Skip","Add","Schedule","Send Back","Delegate","View Details","Submit","Decline","Sign-off","Initiate","Successful","Unsuccessful","Submit and Send Email","Reschedule","Save as draft","Update","Submit for Review","Inactive"
